,name,price_now,price_before,sale,available,stats,image,link,site,category
211,MSI PRO Z690-A Hovedkort,2799.0,,,0,"['LGA', '1700', 'ATX', 'DDR5', '4x', 'M.2']",komplett.no/img/p/800/1202732.jpg,komplett.no/product/1202732/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-pro-z690-a-hovedkort?productList=notSet&position=212,komplett,hovedkort
212,ASUS TUF GAMING B660M-E D4 Hovedkort,1649.0,,,0,"['LGA', '1700', 'ATX', 'DDR4', 'PCIe', '4.0/3.0', '2x', 'M.2']",komplett.no/img/p/800/1204050.jpg,komplett.no/product/1204050/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-tuf-gaming-b660m-e-d4-hovedkort?productList=notSet&position=213,komplett,hovedkort
213,ASUS PRIME H610M-K D4 Hovedkort,1249.0,,,0,"['LGA', '1700', 'mATX', 'DDR4', '1x', 'PCIe', '4.0', 'x16', '1x', 'M.2']",komplett.no/img/p/800/1204051.jpg,komplett.no/product/1204051/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-prime-h610m-k-d4-hovedkort?productList=notSet&position=214,komplett,hovedkort
214,ASUS PRIME B660M-A D4 Hovedkort,1699.0,,,0,"['LGA', '1700', 'ATX', 'DDR4', 'PCIe', '4.0', '2x', 'M.2']",komplett.no/img/p/800/1204063.jpg,komplett.no/product/1204063/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-prime-b660m-a-d4-hovedkort?productList=notSet&position=215,komplett,hovedkort
215,MSI PRO B660M-A WIFI D4 Hovedkort,1749.0,,,0,"['LGA', '1700', 'mATX', 'DDR4', '(4800mhz', 'max)', 'PCIe', '4.0', 'M.2', 'Wifi', '6']",komplett.no/img/p/800/1204422.jpg,komplett.no/product/1204422/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-pro-b660m-a-wifi-d4-hovedkort?productList=notSet&position=216,komplett,hovedkort
216,MSI PRO B660M-A Hovedkort,1749.0,,,0,"['LGA', '1700', 'mATX', 'DDR4', 'PCIe', '4.0', '2x', 'M.2']",komplett.no/img/p/800/1204424.jpg,komplett.no/product/1204424/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-pro-b660m-a-hovedkort?productList=notSet&position=217,komplett,hovedkort
217,MSI MAG Z690 TOMAHAWK WIFI Hovedkort,3699.0,,,0,"['LGA', '1700', 'ATX', 'DDR5', 'PCIe', '5.0']",komplett.no/img/p/800/1205031.jpg,komplett.no/product/1205031/datautstyr/pc-komponenter/hovedkort/intel-socket/msi-mag-z690-tomahawk-wifi-hovedkort?productList=notSet&position=218,komplett,hovedkort
218,Gigabyte B660M Gaming X AX Hovedkort,2249.0,,,0,"['LGA1700', 'Micro', 'ATX', 'B660M', 'DDR4', '1', 'x', 'PCIe', '4.0', '2x', 'M.2']",komplett.no/img/p/800/1205701.jpg,komplett.no/product/1205701/datautstyr/pc-komponenter/hovedkort/intel-socket/gigabyte-b660m-gaming-x-ax-hovedkort?productList=notSet&position=219,komplett,hovedkort
219,ASRock B660M-HDV Hovedkort,1579.0,,,0,"['LGA', '1700', 'Micro', 'ATX', 'B660M', 'DDR4', '1', 'PCIe', '4.0', 'x16', '2', 'PCIe', '3.0', '2x', 'M.2']",komplett.no/img/p/800/1205728.jpg,komplett.no/product/1205728/datautstyr/pc-komponenter/hovedkort/intel-socket/asrock-b660m-hdv-hovedkort?productList=notSet&position=220,komplett,hovedkort
220,Gigabyte A520M DS3H Hovedkort,799.0,,,0,"['AM4', 'mATX', 'DDR4', 'M.2']",komplett.no/img/p/800/1168032.jpg,komplett.no/product/1168032/datautstyr/pc-komponenter/hovedkort/amd-socket/gigabyte-a520m-ds3h-hovedkort?productList=notSet&position=221,komplett,hovedkort
221,ASUS PRIME B660M-A WIFI D4 Hovedkort,1699.0,,,0,"['LGA', '1700', 'mATX', 'DDR4', 'PCIe', '4.0', '2x', 'M.2']",komplett.no/img/p/800/1204057.jpg,komplett.no/product/1204057/datautstyr/pc-komponenter/hovedkort/intel-socket/asus-prime-b660m-a-wifi-d4-hovedkort?productList=notSet&position=222,komplett,hovedkort
222,BBC Micro:bit V2 Bulk (300pk),78749.0,,,0,[],komplett.no/img/p/800/1175341.jpg,komplett.no/product/1175341/datautstyr/pc-komponenter/hovedkort/integrert-cpu/bbc-microbit-v2-bulk-300pk?productList=notSet&position=223,komplett,hovedkort
223,Gigabyte LGA1200 Z590 VISION D Hovedkort,2549.0,2999.0,True,0,"['LGA', '1200', 'ATX', 'DDR4', 'M2']",komplett.no/img/p/800/1189117.jpg,komplett.no/product/1189117/datautstyr/pc-komponenter/hovedkort/intel-socket/gigabyte-lga1200-z590-vision-d-hovedkort?productList=notSet&position=224,komplett,hovedkort
